canonical_question_id,chapter,subtopic,question_pattern,micro_concept,difficulty_estimate,final_confidence
cq_000979_d6cef49b55,Business Finance,investment decision,chronology/process order,financial risk,medium,0.85
cq_000980_e72149edf1,Business Finance,investment decision,chronology/process order,financial risk,hard,0.99
cq_000981_de26e0a054,Planning,types of plans,match-the-following,types of plans,medium,0.92
cq_000982_66a3c8f2b2,Consumer Protection,consumer rights,feature-identification,consumer rights,easy,0.99
cq_000983_61a2320b2f,Principles of Management,nature of principles,principle-identification,principles,easy,0.99
cq_000984_76cd26d76c,Consumer Protection,importance,feature-identification,delegation,easy,0.99
cq_000985_c36e16879b,Entrepreneurship Development,competencies and values,definition-based,entrepreneur characteristics,easy,0.99
cq_000986_466b84160b,Marketing,product,definition-based,product mix,easy,0.96
cq_000987_3868ce61b9,Principles of Management,Taylor scientific management,principle-identification,scientific management,easy,0.99
cq_000988_bc978a26ec,Marketing,product,feature-identification,should,easy,0.95
cq_000989_ea3b8da3a9,Planning,types of plans,definition-based,types of plans,easy,0.99
cq_000990_12227379fe,Directing,leadership,feature-identification,leadership style,easy,0.99
cq_000991_425418a8d5,Directing,communication,chronology/process order,communication,easy,0.99
cq_000992_79cbab304d,Organising,meaning and process,chronology/process order,organising,easy,0.98
cq_000993_d45a3afe08,Controlling,control process,definition-based,types of plans,easy,0.99
cq_000994_afb66dafd8,Controlling,control process,chronology/process order,controlling,easy,0.99
cq_000995_b681aad1d5,Staffing,training and development,definition-based,training,easy,0.58
cq_000996_f5f38286b4,Consumer Protection,importance,case-study diagnosis,types of plans,medium,0.47
cq_000997_78e8ea691c,Nature and Scope of Business,Profession,feature-identification,profession,easy,0.35
cq_000998_7dd554e85b,Entrepreneurship Development,process,chronology/process order,entrepreneurship,easy,0.81
cq_000999_5c9d311bff,Organising,formal and informal organisation,definition-based,formal/informal organisation,easy,0.99
cq_001000_a8017cf7d9,Nature and Significance of Management,levels of management,definition-based,level,easy,0.99
cq_001001_c9c605dd8d,Consumer Protection,consumer rights,match-the-following,consumer rights,medium,0.99
cq_001002_bd960031de,Nature and Significance of Management,features of management,feature-identification,management,easy,0.99
cq_001003_f74100ae1f,Staffing,meaning and importance,feature-identification,types of plans,easy,0.56
cq_001004_19e2eef8c6,Planning,planning process,feature-identification,types of plans,easy,0.80
cq_001005_1fd3a9dcfd,Organising,formal and informal organisation,feature-identification,types of plans,easy,0.82
cq_001006_f7e6cc658d,Principles of Management,nature of principles,principle-identification,principles,easy,0.99
cq_001007_3ef9dfedb3,Organising,delegation,statement true/false,centralisation/decentralisation,medium,0.92
cq_001008_a38931550b,Organising,delegation,definition-based,delegation,easy,0.67
cq_001009_0c9f8f9079,Business Environment,meaning and features,match-the-following,environment,medium,0.99
cq_001010_03d3e468d9,Nature and Significance of Management,functions of management,example-to-concept,management,easy,0.99
cq_001011_c7862f8c9d,Organising,formal and informal organisation,principle-identification,formal/informal organisation,easy,0.70
cq_001012_fe06092095,Controlling,relationship with planning,definition-based,controlling,easy,0.92
cq_001013_5ad5d61204,Directing,Maslow hierarchy,match-the-following,maslow hierarchy,medium,0.94
cq_001014_37791ae7c9,Staffing,staffing process,chronology/process order,staffing,easy,0.88
cq_001015_368bff34a5,Nature and Significance of Management,functions of management,definition-based,management,easy,0.59
cq_001016_1dfec08573,Staffing,recruitment,feature-identification,recruitment,easy,0.99
cq_001017_27397f7956,Nature and Significance of Management,meaning and objectives,definition-based,types of plans,easy,0.99
cq_001018_3a3aef3c3c,Principles of Management,Fayol principles,match-the-following,discipline,medium,0.95
cq_001019_e16db77dfc,Business Environment,meaning and features,feature-identification,forces,easy,0.99
cq_001020_8a59682f85,Nature and Significance of Management,meaning and objectives,definition-based,types of plans,easy,0.51
cq_001021_8ec7653e7e,Business Finance,fixed capital,statement true/false,fixed capital,hard,0.93
cq_001022_4af8cd1f3c,Business Finance,financial planning,statement true/false,recruitment,hard,0.67
cq_001023_9007d23978,Business Finance,financial planning,definition-based,recruitment,hard,0.57
cq_001024_12804362d5,Business Finance,financial planning,statement true/false,recruitment,hard,0.81
cq_001025_14b54cecb5,Business Finance,financial planning,case-study diagnosis,recruitment,hard,0.69
cq_001026_44eb2521e7,Marketing,channels of distribution,chronology/process order,place/channel,easy,0.99
cq_001027_5b0d8e7a14,Marketing,marketing mix,chronology/process order,place/channel,easy,0.99
cq_001028_bfb1048d77,Marketing,Pricing,chronology/process order,price mix,medium,0.35
cq_001029_05b5fa4646,Marketing,promotion,chronology/process order,promotion mix,medium,0.99
cq_001030_cbf688d8f5,Marketing,promotion,chronology/process order,promotion mix,medium,0.99
cq_001031_6f9adf01d1,Organising,importance,definition-based,importance,easy,0.99
cq_001032_ae31b896a2,Business Finance,financial ratios,match-the-following,financial risk,medium,0.36
cq_001033_eacaa9c52e,Entrepreneurship Development,need and characteristics,example-to-concept,entrepreneurship,easy,0.90
cq_001034_6590f275f2,Controlling,meaning and importance,definition-based,controlling,easy,0.45
cq_001035_5976c94630,Nature and Significance of Management,features of management,feature-identification,management,easy,0.99
cq_001036_afc2b05ed8,Business Environment,dimensions,definition-based,environment,easy,0.41
cq_001037_164d06262b,Nature and Significance of Management,coordination,principle-identification,coordination,easy,0.91
cq_001038_76e4f03f2c,Directing,Maslow hierarchy,chronology/process order,maslow hierarchy,easy,0.97
cq_001039_004004118c,Nature and Significance of Management,functions of management,feature-identification,management,easy,0.99
cq_001040_140952c36d,Business Environment,dimensions,definition-based,environment,easy,0.81
cq_001041_37c9127ba9,Business Environment,meaning and features,statement true/false,environment,easy,0.99
cq_001042_1e064b6226,Directing,leadership,principle-identification,unity of command,medium,0.56
cq_001043_1313ccaa3c,Controlling,meaning and importance,definition-based,areas,easy,0.88
cq_001044_33584385a0,Directing,meaning and importance,feature-identification,types of plans,easy,0.76
cq_001045_941799f744,Entrepreneurship Development,competencies and values,definition-based,entrepreneur characteristics,easy,0.79
cq_001046_b59235f133,Directing,communication,feature-identification,types of plans,easy,0.53
cq_001047_fcdb373650,Directing,communication,chronology/process order,communication,easy,0.99
cq_001048_67454a9c86,Controlling,meaning and importance,definition-based,controlling,easy,0.99
cq_001049_6886ecb1ad,Controlling,relationship with planning,definition-based,planning,easy,0.49
cq_001050_37270e04bc,Principles of Management,Fayol principles,principle-identification,unity of command,easy,0.93
cq_001051_6b985a3e90,Consumer Protection,importance,definition-based,delegation,easy,0.99
cq_001052_0ce7667c4f,Consumer Protection,consumer rights,feature-identification,consumer rights,easy,0.99
cq_001053_a32b376d6f,Planning,types of plans,feature-identification,types of plans,easy,0.99
cq_001054_0bec7c814c,Staffing,staffing process,definition-based,delegation,easy,0.99
cq_001055_0af93f7d2d,Planning,limitations,feature-identification,entrepreneur characteristics,easy,0.99
cq_001056_493b43a2df,Consumer Protection,importance,definition-based,consumer redressal,easy,0.76
cq_001057_4313c92f1d,Business Finance,financial management,feature-identification,management,easy,0.58
cq_001058_8c79e7de50,Principles of Management,Fayol principles,feature-identification,unity of command,easy,0.92
cq_001059_06da027b7c,Nature and Significance of Management,meaning and objectives,feature-identification,types of plans,easy,0.99
cq_001060_31461f7788,Staffing,selection,chronology/process order,selection,easy,0.99
cq_001061_7e9580d6cf,Organising,decentralisation,feature-identification,centralisation/decentralisation,easy,0.73
cq_001062_e1ee2368b1,Business Environment,dimensions,match-the-following,environment,medium,0.85
cq_001063_572cebd1b6,Planning,planning process,chronology/process order,types of plans,easy,0.99
cq_001064_4215f39a7e,Principles of Management,Taylor scientific management,match-the-following,scientific management,hard,0.84
cq_001065_3d1b9fe1c8,Staffing,staffing process,chronology/process order,recruitment,easy,0.99
cq_001066_dfe454c520,Marketing,marketing mix,match-the-following,product mix,medium,0.99
cq_001067_d49d76c4a4,Principles of Management,Taylor scientific management,principle-identification,scientific management,easy,0.99
cq_001068_9782ffecea,Nature and Significance of Management,functions of management,definition-based,delegation,easy,0.59
cq_001069_604a21393d,Consumer Protection,consumer rights,feature-identification,types of plans,easy,0.47
cq_001070_0a514f198e,Staffing,selection,match-the-following,selection,medium,0.77
cq_001071_b737435eca,Marketing,pricing,feature-identification,price mix,easy,0.92
cq_001072_8073b572ca,Marketing,marketing mix,statement true/false,marketing mix,easy,0.99
cq_001073_ed74927a27,Marketing,marketing mix,statement true/false,recruitment,easy,0.99
cq_001074_002fa2f1cd,Marketing,promotion,statement true/false,promotion mix,easy,0.99
cq_001075_e007b3c5c9,Staffing,training and development,case-study diagnosis,types of plans,medium,0.48
cq_001076_dcdbe323bd,Business Finance,financing decision,definition-based,financial risk,easy,0.65
cq_001077_9c41506b89,Business Finance,dividend decision,definition-based,financial risk,easy,0.60
cq_001078_55bb738591,Business Finance,financial planning,statement true/false,financial risk,easy,0.46
cq_001079_0d0c2b01a6,Business Finance,dividend decision,statement true/false,decision,easy,0.57
cq_001080_08838efffe,Business Finance,financial management,statement true/false,types of plans,easy,0.84
cq_001081_1ec265709f,Business Environment,dimensions,statement true/false,environment,easy,0.99
cq_001082_f89e54418b,Controlling,control process,chronology/process order,actual,easy,0.92
cq_001083_8c3a69dcee,Physical Distribution,Functions of Physical Distribution,definition-based,product mix,easy,0.35
cq_001084_68a6e2f154,Entrepreneurship Development,concept and functions,statement true/false,activity,medium,0.53
cq_001085_c7d8fcb2d4,Business Environment,dimensions,match-the-following,environment,medium,0.99
cq_001086_ea9e3753aa,Marketing,marketing mix,definition-based,marketing mix,easy,0.31
cq_001087_41d9fa59fc,Organising,delegation,definition-based,delegation,easy,0.99
cq_001088_398c860bd1,Marketing,marketing mix,definition-based,types of plans,easy,0.55
cq_001089_4c4165cdcc,Organising,decentralisation,case-study diagnosis,centralisation/decentralisation,easy,0.55
cq_001090_568b3c6abb,Staffing,staffing process,definition-based,recruitment,easy,0.59
cq_001091_73c0b9daa5,Business Finance,financial planning,chronology/process order,financial,easy,0.85
cq_001092_169c19c8c9,Directing,communication,match-the-following,communication,medium,0.88
cq_001093_4e4cc35ba1,Organising,organisation structure,definition-based,organization,easy,0.51
cq_001094_816b1bc371,Consumer Protection,consumer rights,definition-based,helps,easy,0.57
cq_001095_bfe083ef94,Consumer Protection,consumer rights,case-study diagnosis,consumer rights,medium,0.91
cq_001096_0a005c1e25,Organising,organisation structure,definition-based,division of work,easy,0.55
cq_001097_b2efc97d84,Staffing,selection,chronology/process order,selection,easy,0.88
cq_001098_499416f632,Business Environment,dimensions,statement true/false,environment,easy,0.58
cq_001099_d209e54069,Entrepreneurship Development,competencies and values,definition-based,entrepreneur characteristics,easy,0.54
cq_001100_d22b09b638,Business Finance,working capital,feature-identification,fixed capital,easy,0.86
cq_001101_62fab746b9,Nature and Significance of Management,coordination,statement true/false,management,easy,0.42
cq_001102_572536a872,Directing,Maslow hierarchy,match-the-following,maslow hierarchy,medium,0.31
cq_001103_065ee98fc2,Planning,types of plans,definition-based,plans,easy,0.55
cq_001104_b7583ed4f9,Consumer Protection,consumer responsibilities,definition-based,consumer,easy,0.62
cq_001105_b469f074f8,Staffing,training and development,definition-based,training,easy,0.84
cq_001106_13dbcc6e0a,Controlling,meaning and importance,statement true/false,discipline,easy,0.74
cq_001107_edb1e215b8,Controlling,control process,definition-based,types of plans,easy,0.63
cq_001108_c1bec826c6,Principles of Management,Fayol principles,principle-identification,unity of command,easy,0.58
cq_001109_41d09db010,Organising,formal and informal organisation,feature-identification,types of plans,easy,0.63
cq_001110_b4b752590c,Nature and Significance of Management,importance of management,definition-based,resources,easy,0.51
cq_001111_ffca9e70b6,Planning,types of plans,definition-based,types of plans,easy,0.76
cq_001112_12cc20e637,Principles of Management,Taylor scientific management,statement true/false,division of work,medium,0.89
cq_001113_8b315ff88f,Nature and Significance of Management,meaning and objectives,definition-based,types of plans,easy,0.12
cq_001114_6b96879517,Marketing,marketing meaning,definition-based,marketing,easy,0.73
cq_001115_16c5e620d8,Staffing,training and development,match-the-following,training,medium,0.91
cq_001116_5ea5aeadb0,Nature and Significance of Management,features of management,feature-identification,entrepreneur characteristics,easy,0.58
cq_001117_1988fc0b2d,Planning,planning process,chronology/process order,types of plans,easy,0.77
cq_001118_f401703f7b,Planning,types of plans,chronology/process order,types of plans,easy,0.69
cq_001119_5b049977fa,Nature and Significance of Management,meaning and objectives,statement true/false,unity of command,easy,0.78
cq_001120_a9f0ee9c6e,Principles of Management,Fayol principles,statement true/false,unity of command,easy,0.38
cq_001121_61a9e91988,Principles of Management,Fayol principles,statement true/false,unity of command,easy,0.52
cq_001122_7556f14a99,Principles of Management,Fayol principles,statement true/false,unity of command,easy,0.52
cq_001123_bed67c1360,Directing,communication,case-study diagnosis,leadership style,easy,0.41
cq_001124_80a52dea16,Organising,organisation structure,statement true/false,capital structure,easy,0.50
cq_001125_768fb8688a,Business Finance,financial planning,statement true/false,types of plans,easy,0.63
cq_001126_c80c11bfde,Business Finance,financing decision,statement true/false,financial risk,easy,0.78
cq_001127_73e7670f45,Business Finance,financing decision,statement true/false,financial risk,easy,0.65
cq_001128_e0b7eb4d82,Business Finance,investment decision,definition-based,financial risk,easy,0.40
cq_001129_ae95cd8034,Consumer Protection,legal redressal,match-the-following,consumer redressal,medium,0.88
cq_001130_5884193fef,Staffing,training and development,match-the-following,types of plans,medium,0.73
cq_001131_4e219d4ddb,Staffing,meaning and importance,match-the-following,promotion mix,medium,0.48
cq_001132_c32244379f,Directing,motivation,definition-based,communication barriers,easy,0.64
cq_001133_e2911fcb8e,Business Environment,meaning and features,statement true/false,environment,easy,0.80
cq_001134_32c2107c96,Business Environment,dimensions,definition-based,environment,easy,0.81
cq_001135_5aaa190bbe,Business Environment,meaning and features,definition-based,environment,easy,0.86
cq_001136_2b33c80391,Marketing,marketing mix,definition-based,marketing mix,easy,0.91
cq_001137_67eb491a79,Staffing,training and development,definition-based,training,easy,0.84
cq_001138_4eb751c998,Business Finance,financial management,definition-based,management,easy,0.63
cq_001139_74f83e2628,Marketing,marketing meaning,definition-based,market,easy,0.54
cq_001140_14b6a2d7f0,Controlling,control process,chronology/process order,performance,easy,0.63
cq_001141_c22abe8b16,Principles of Management,nature of principles,case-study diagnosis,principles,medium,0.92
cq_001142_9f426e3ccb,Planning,meaning and features,statement true/false,planning,easy,0.81
cq_001143_a0deae13dd,Consumer Protection,legal redressal,definition-based,consumer redressal,easy,0.87
cq_001144_cb47a66e75,Principles of Management,techniques of scientific management,principle-identification,scientific management,easy,0.87
cq_001145_1510d29e2d,Marketing,channels of distribution,chronology/process order,place/channel,easy,0.85
cq_001146_7c811532c0,Controlling,control process,definition-based,ministry,easy,0.42
cq_001147_8ae03cf777,Controlling,control process,definition-based,process,easy,0.63
cq_001148_82c2d620db,Marketing,product,match-the-following,products,medium,0.55
cq_001149_b67397bcdd,Directing,communication,definition-based,entrepreneur characteristics,easy,0.59
cq_001150_ee6d1d18de,Nature and Significance of Management,functions of management,chronology/process order,management,easy,0.90
cq_001151_dca291f5b9,Consumer Protection,consumer rights,match-the-following,consumer,medium,0.43
cq_001152_5743174003,Marketing,marketing management philosophies,definition-based,marketing,easy,0.91
cq_001153_6174baf9a5,Nature and Significance of Management,features of management,feature-identification,leadership style,easy,0.65
cq_001154_ffa51cdbc6,Business Finance,financial management,definition-based,maximise,easy,0.82
cq_001155_8df59af03a,Entrepreneurship Development,need and characteristics,definition-based,entrepreneur characteristics,easy,0.27
cq_001156_30ddc1eddf,Controlling,relationship with planning,definition-based,planning,easy,0.85
cq_001157_05b3d48cbd,Principles of Management,techniques of scientific management,principle-identification,unity of command,easy,0.85
cq_001158_023fbe0827,Consumer Protection,consumer rights,definition-based,consumer rights,easy,0.92
cq_001159_d517fae716,Entrepreneurship Development,concept and functions,definition-based,entrepreneurship,easy,0.52
cq_001160_2e2996eb97,Marketing,pricing,chronology/process order,price mix,easy,0.29
cq_001161_4133890ac4,Staffing,staffing process,chronology/process order,recruitment,easy,0.91
cq_001162_b80f4f758f,Organising,decentralisation,principle-identification,centralisation/decentralisation,easy,0.40
cq_001163_f482ba5195,Directing,communication,chronology/process order,communication,easy,0.81
cq_001164_88958ffcc2,Staffing,recruitment,definition-based,recruitment,easy,0.90
cq_001165_cd691cfb8f,Consumer Protection,consumer rights,definition-based,capital structure,easy,0.41
cq_001166_bd77e3d5e8,Marketing,pricing,definition-based,price mix,easy,0.54
cq_001167_4d57e25e86,Directing,leadership,match-the-following,formal/informal organisation,medium,0.41
cq_001168_1bfdf3f331,Marketing,promotion,definition-based,selection,easy,0.36
cq_001169_45b51da44d,Organising,meaning and process,definition-based,leadership style,easy,0.40
cq_001170_7654577d39,Organising,meaning and process,definition-based,division of work,easy,0.53
cq_001171_8df3c919ed,Organising,meaning and process,definition-based,leadership style,easy,0.47
cq_001172_5e33b6bda4,Organising,meaning and process,definition-based,leadership style,easy,0.53
cq_001173_46420df8c8,Organising,meaning and process,statement true/false,leadership style,medium,0.55
cq_001174_492904b244,Nature and Significance of Management,functions of management,case-study diagnosis,management,medium,0.76
cq_001175_9118461bcc,Nature and Significance of Management,functions of management,case-study diagnosis,management,medium,0.74
cq_001176_e2dbb308ab,Nature and Significance of Management,functions of management,case-study diagnosis,management,medium,0.91
cq_001177_f5cfdfc1df,Nature and Significance of Management,functions of management,case-study diagnosis,communication barriers,medium,0.90
cq_001178_fa53e00531,Nature and Significance of Management,functions of management,case-study diagnosis,management,medium,0.88
cq_001179_f20093c3ed,Consumer Protection,consumer rights,match-the-following,consumer rights,medium,0.91
cq_001180_0b15a7955c,Marketing,promotion,statement true/false,promotion mix,medium,0.81
cq_001181_a25ab78292,Marketing,marketing management philosophies,chronology/process order,marketing,easy,0.92
cq_001182_41e5af967e,Business Finance,working capital,definition-based,working capital,easy,0.81
cq_001183_2c01802a75,Staffing,staffing process,chronology/process order,recruitment,easy,0.92
cq_001184_53e444edc9,Organising,meaning and process,chronology/process order,division of work,easy,0.87
cq_001185_871ea91035,Organising,delegation,definition-based,delegation,easy,0.88
cq_001186_bdf492c057,Staffing,training and development,case-study diagnosis,training,medium,0.90
cq_001187_6c74edff68,Nature and Significance of Management,features of management,case-study diagnosis,management,medium,0.91
cq_001188_13bbdbfe21,Principles of Management,techniques of scientific management,feature-identification,types of plans,easy,0.92
cq_001189_23d2d05e90,Entrepreneurship Development,need and characteristics,chronology/process order,choose,easy,0.50
cq_001190_7b44d2e932,Principles of Management,techniques of scientific management,match-the-following,scientific management,medium,0.91
cq_001191_c73d46ffb1,Business Finance,financing decision,definition-based,financial risk,easy,0.73
cq_001192_b16054985a,Business Environment,liberalisation privatisation globalisation,statement true/false,types of plans,easy,0.87
cq_001193_49dac269ce,Marketing,promotion,match-the-following,promotion mix,medium,0.91
cq_001194_a57b9ad0b6,Entrepreneurship Development,need and characteristics,definition-based,entrepreneurship,easy,0.63
cq_001195_de076215e1,Principles of Management,Taylor scientific management,principle-identification,scientific management,easy,0.38
cq_001196_efae07d20f,Organising,organisation structure,example-to-concept,formal/informal organisation,easy,0.63
cq_001197_73c9b50d68,Business Finance,working capital,match-the-following,working capital,medium,0.89
cq_001198_2fcade7c34,Consumer Protection,consumer rights,statement true/false,consumer,easy,0.58
cq_001199_101caa5d46,Business Finance,working capital,case-study diagnosis,types of plans,medium,0.85
cq_001200_e2a3160c69,Planning,types of plans,definition-based,types of plans,easy,0.86
cq_001201_0665f08259,Planning,types of plans,statement true/false,types of plans,easy,0.81
cq_001202_c1e57b69f1,Staffing,training and development,definition-based,training,easy,0.90
cq_001203_1d6019fb9b,Consumer Protection,consumer rights,feature-identification,types of plans,medium,0.35
cq_001204_3c0426d49a,Nature and Significance of Management,levels of management,definition-based,financial risk,easy,0.30
cq_001205_38d769967f,Marketing,marketing meaning,definition-based,financial risk,easy,0.29
cq_001206_e33cf7223b,Business Finance,fixed capital,definition-based,fixed capital,easy,0.85
cq_001207_a833cf65a6,Entrepreneurship Development,competencies and values,definition-based,entrepreneur characteristics,easy,0.53
cq_001208_f8c2e8f5db,Principles of Management,techniques of scientific management,statement true/false,types of plans,medium,0.38
cq_001209_7c33f5c8c1,Business Environment,meaning and features,feature-identification,environment,easy,0.91
cq_001210_01821ff353,Marketing,marketing meaning,definition-based,marketing,easy,0.51
cq_001211_d815547331,Entrepreneurship Development,entrepreneurship in India,definition-based,entrepreneurship,easy,0.46
cq_001212_3cb3e7ab7b,Planning,limitations,statement true/false,entrepreneur characteristics,medium,0.75
cq_001213_d885431647,Business Finance,working capital,match-the-following,types of plans,medium,0.61
cq_001214_d0fc8b9955,Marketing,marketing management philosophies,statement true/false,focus,easy,0.91
cq_001215_1b4e79209b,Nature and Significance of Management,functions of management,definition-based,management,easy,0.76
cq_001216_e139357554,Organising,delegation,statement true/false,delegation,medium,0.90
cq_001217_c75ba3533a,Nature and Significance of Management,functions of management,definition-based,management,easy,0.74
cq_001218_5c12f9cb77,Nature and Significance of Management,meaning and objectives,feature-identification,types of plans,medium,0.32
cq_001219_57d396fe70,Directing,meaning and importance,principle-identification,types of plans,medium,0.38
cq_001220_f73763a711,Nature and Significance of Management,meaning and objectives,principle-identification,unity of command,medium,0.37
cq_001221_cc58916506,Organising,formal and informal organisation,principle-identification,formal/informal organisation,medium,0.37
cq_001222_1fcc6af369,Nature and Significance of Management,meaning and objectives,principle-identification,types of plans,medium,0.32
cq_001223_24a6b1180a,Nature and Significance of Management,levels of management,definition-based,level,easy,0.78
cq_001224_6311e61fee,Principles of Management,Fayol principles,statement true/false,unity of command,medium,0.89
cq_001225_2ef20a7096,Organising,organisation structure,statement true/false,communication barriers,easy,0.85
cq_001226_b4591b7bd7,Entrepreneurship Development,need and characteristics,example-to-concept,analysis,easy,0.53
cq_001227_d644e954bd,Principles of Management,Fayol principles,principle-identification,division of work,easy,0.63
cq_001228_044583aace,Directing,communication,definition-based,types of plans,easy,0.85
cq_001229_044baba1d0,Entrepreneurship Development,concept and functions,definition-based,entrepreneur,easy,0.54
cq_001230_f65f2690ee,Planning,planning process,chronology/process order,planning,easy,0.89
cq_001231_cda83698f2,Controlling,control process,definition-based,types of plans,easy,0.26
cq_001232_31b7ba6952,Business Finance,fixed capital,definition-based,financial risk,easy,0.61
cq_001233_2a46164fa4,Business Finance,dividend decision,definition-based,working capital,easy,0.63
cq_001234_dad6d104a7,Controlling,control process,chronology/process order,types of plans,easy,0.90
cq_001235_b9d90df204,Directing,motivation,definition-based,directing,easy,0.48
cq_001236_ef5124f15c,Business Finance,working capital,match-the-following,working capital,medium,0.45
cq_001237_d596ff48e7,Consumer Protection,legal redressal,chronology/process order,consumer redressal,medium,0.85
cq_001238_614a4a6285,Business Finance,working capital,match-the-following,types of plans,medium,0.63
cq_001239_8383bd89f5,Entrepreneurship Development,entrepreneurship in India,definition-based,aspect,easy,0.50
cq_001240_2d97cd05d4,Planning,importance,definition-based,planning,easy,0.87
cq_001241_45ef41abe2,Consumer Protection,consumer responsibilities,definition-based,delegation,easy,0.30
cq_001242_44073d35f7,Business Environment,dimensions,match-the-following,types of plans,medium,0.91
cq_001243_f563ed46ad,Principles of Management,nature of principles,principle-identification,principles,easy,0.89
cq_001244_32f62e1a45,Staffing,recruitment,definition-based,recruitment,easy,0.78
cq_001245_00b8e76939,Staffing,selection,definition-based,selection,easy,0.25
cq_001246_10ad36c48d,Nature and Significance of Management,features of management,case-study diagnosis,management,medium,0.78
cq_001247_8b3f4005ac,Business Finance,working capital,definition-based,financial risk,easy,0.41
cq_001248_329ee9c5a0,Principles of Management,techniques of scientific management,principle-identification,delegation,easy,0.60
cq_001249_097c9dee9a,Organising,meaning and process,chronology/process order,division of work,easy,0.85
cq_001250_6bcc64c0a3,Nature and Significance of Management,importance of management,feature-identification,management,easy,0.84
cq_001251_404bfe204b,Nature and Significance of Management,levels of management,definition-based,management,easy,0.84
cq_001252_db3ea21790,Controlling,control process,match-the-following,controlling,medium,0.63
cq_001253_c14942c3df,Staffing,training and development,definition-based,training,easy,0.72
cq_001254_41b5a6abc5,Organising,organisation structure,definition-based,structure,easy,0.85
cq_001255_3113c57212,Controlling,control process,feature-identification,control,easy,0.55
cq_001256_8000dd84fc,Directing,communication,case-study diagnosis,scalar chain,medium,0.67
cq_001257_c450fa80f1,Organising,organisation structure,definition-based,structure,easy,0.81
cq_001258_1673f5d8c5,Directing,leadership,definition-based,leadership style,easy,0.90
cq_001259_65808379c0,Marketing,marketing mix,principle-identification,equity,easy,0.27
cq_001260_d182cd265e,Staffing,recruitment,definition-based,recruitment,easy,0.63
cq_001261_60058db8cb,Organising,delegation,definition-based,delegation,easy,0.86
cq_001262_03b580e5ae,Staffing,staffing process,chronology/process order,training,easy,0.92
cq_001263_7616902738,Planning,types of plans,chronology/process order,types of plans,easy,0.44
cq_001264_25a49a3d1d,Nature and Significance of Management,functions of management,statement true/false,management,medium,0.54
cq_001265_7490bc01f9,Consumer Protection,consumer rights,definition-based,consumer rights,easy,0.92
cq_001266_98e57e2bd8,Entrepreneurship Development,entrepreneurship in India,definition-based,entrepreneurship,easy,0.52
cq_001267_ff7823d449,Planning,types of plans,match-the-following,types of plans,medium,0.70
cq_001268_872c118d6f,Business Finance,working capital,definition-based,working capital,easy,0.68
cq_001269_29283f60f9,Business Finance,working capital,definition-based,working capital,easy,0.63
cq_001270_f73a83294e,Business Finance,working capital,definition-based,working capital,easy,0.79
cq_001271_e8fe4cfaf6,Business Finance,working capital,definition-based,working capital,easy,0.66
cq_001272_c5ff6badfb,Business Finance,working capital,definition-based,working capital,medium,0.67
cq_001273_a8e064e6e0,Marketing,marketing mix,case-study diagnosis,price mix,medium,0.91
cq_001274_9ce5405243,Marketing,promotion,definition-based,promotion mix,easy,0.80
cq_001275_a6e83df1f1,Directing,communication,definition-based,promotion mix,easy,0.56
cq_001276_53c1632181,Directing,communication,definition-based,promotion mix,easy,0.58
cq_001277_e78a7c9879,Nature and Significance of Management,functions of management,chronology/process order,management,easy,0.91
cq_001278_c69f4d0551,Principles of Management,Fayol principles,principle-identification,unity of direction,easy,0.69
cq_001279_2565cccaee,Marketing,marketing management philosophies,statement true/false,marketing,easy,0.29
cq_001280_9aaa8c0387,Principles of Management,Fayol principles,principle-identification,unity of command,easy,0.89
cq_001281_6770abcf19,Business Environment,dimensions,definition-based,environment,easy,0.87
cq_001282_1dfc6bffd7,Business Environment,dimensions,definition-based,financial risk,easy,0.80
cq_001283_7ae9eb020f,Business Environment,dimensions,definition-based,environment,easy,0.82
cq_001284_72716e30af,Planning,planning process,definition-based,planning,easy,0.87
cq_001285_b700c04ac2,Nature and Significance of Management,functions of management,statement true/false,management,easy,0.50
cq_001286_3c235e88b7,Planning,importance,definition-based,delegation,easy,0.91
cq_001287_da8718610d,Organising,formal and informal organisation,statement true/false,formal/informal organisation,easy,0.84
cq_001288_1ac9a712ec,Organising,meaning and process,definition-based,delegation,easy,0.37
cq_001289_9e83146456,Organising,organisation structure,definition-based,centralisation/decentralisation,easy,0.72
cq_001290_9dfb408722,Organising,organisation structure,definition-based,centralisation/decentralisation,easy,0.63
cq_001291_83935d6d73,Consumer Protection,consumer rights,definition-based,place/channel,easy,0.63
cq_001292_4c6a46391a,Marketing,product,statement true/false,product mix,easy,0.88
cq_001293_41376c1aa4,Marketing,product,definition-based,product mix,easy,0.63
cq_001294_0d346218bb,Staffing,recruitment,definition-based,recruitment,easy,0.35
cq_001295_f180bfd63e,Staffing,selection,chronology/process order,selection,easy,0.85
cq_001296_257f32e2dc,Staffing,staffing process,chronology/process order,recruitment,easy,0.91
cq_001297_2303fb1b89,Directing,communication,definition-based,delegation,easy,0.41
cq_001298_e849277d35,Directing,motivation,statement true/false,communication barriers,easy,0.87
cq_001299_eb0f8156d9,Directing,meaning and importance,definition-based,leadership style,easy,0.68
cq_001300_63a4c8c63f,Directing,Maslow hierarchy,chronology/process order,maslow hierarchy,easy,0.76
cq_001301_71a8037d56,Business Finance,investment decision,statement true/false,types of plans,medium,0.55
